0,52.6439209,,
1,52.60668182,,
2,52.56923676,,
3,52.54275513,,
4,52.57569504,,
5,52.5366745,,
6,52.54534912,,66.33944702
7,52.54264069,,52.00298691
8,52.60896301,,
9,52.58275604,,
10,52.59732056,,
11,52.6145134,,
12,52.7595787,,
13,52.69224167,,
14,52.7089653,,
15,52.72010803,,
16,52.65031052,,
17,52.68875122,,
18,52.72605515,,
19,52.68724823,,
20,52.64895248,,
21,52.6812706,,
22,52.6616745,,
23,52.70127106,,
24,52.57426071,,
25,52.59868622,,
26,52.68434906,,
27,52.72431564,,
28,52.70429611,,
29,52.72248459,,
30,52.66432953,,
31,52.65037155,,
32,52.6959343,,
33,52.66822433,,
34,52.68605804,,
35,52.73194885,,
36,52.72809982,,
37,52.81707382,,
38,52.86429596,,
39,52.84310913,,
40,52.82385254,,
41,52.88642502,,
42,52.85437775,,
43,52.8815155,,
44,52.87667847,,
45,52.88941956,,
46,52.85666656,,
47,52.80522919,,
48,52.82556152,,
49,52.85567856,,
50,52.88093185,,
51,52.80899048,,
52,52.77835083,,
53,52.77337265,,
54,52.75950241,,
55,52.72161102,,
56,52.7487793,,
57,52.78223801,,
58,52.81167221,,
59,52.81175995,,
60,52.78926849,,
61,52.8144989,,
62,52.81334686,,
63,52.8274765,,
64,52.81559372,,
65,52.82378387,,
66,52.82074738,,
67,52.77721786,,
68,52.7797966,,
69,52.77044678,,
70,52.73069,,
71,52.73484039,,
72,52.76424408,,
73,52.74298096,,
74,52.68848801,,
75,52.68232346,,
76,52.70423889,,
77,52.73387146,,
78,52.74557114,,
79,52.81697083,,
80,52.78919601,,
81,52.7759819,,
82,52.77059937,,
83,52.77674484,,
84,52.79066086,,
85,52.76348495,,
86,52.76802826,,
87,52.83021545,,
88,52.85137939,,
89,52.82059479,,
90,52.78709412,,
91,52.79692841,,
92,52.79219055,,
93,52.78341293,,
94,52.7780838,,
95,52.81080246,,
96,52.78741455,,
97,52.79990387,,
98,52.75987244,,
99,52.76726532,,
100,52.78905869,,
101,52.73991013,,
102,52.72576904,,
103,52.72811127,,
104,52.70870972,,
105,52.69932175,,
106,52.70336914,,
107,52.71204376,,
108,52.65461349,,
109,52.6840744,,
110,52.66578674,,
111,52.65262985,,
112,52.67217255,,
113,52.65402985,,
114,52.63287354,,
115,52.65124512,,
116,52.64977264,,
117,52.63333893,,
118,52.60792542,,
119,52.5687561,,
120,52.58060837,,
121,52.58434296,,
122,52.52970505,,
123,52.48949814,,
124,52.50243378,,
125,52.4387207,,
126,52.39821625,,
127,52.43494797,,
128,52.50392914,,
129,52.46588898,,
130,52.47625351,,
131,52.52355194,,
132,52.52484131,,
133,52.52637863,,
134,52.55791473,,
135,52.57617188,,
136,52.5582428,,
137,52.54811859,,
138,52.59645844,,
139,52.62633514,,
140,52.60071945,,
141,52.57430649,,
142,52.58532333,,
143,52.597332,,
144,52.52919769,,
145,52.53162766,,
146,52.5453186,,
147,52.52471542,,
148,52.49862671,,
149,52.4948349,,
150,52.53527832,,
151,52.52458191,,
152,52.47231674,,
153,52.48469543,,
154,52.49717331,,
155,52.51390839,,
156,52.53788376,,
157,52.55944061,,
158,52.55482483,,
159,52.5581665,,
160,52.59337997,,
161,52.55634308,,
162,52.56084824,,
163,52.55812836,,
164,52.58364868,,
165,52.57296371,,
166,52.52888489,,
167,52.54691696,,
168,52.42956161,,
169,52.43963623,,
170,52.44445419,,
171,52.44602585,,
172,52.44747162,,
173,52.45735168,,
174,52.44863892,,
175,52.48441315,,
176,52.52100754,,
177,52.52114868,,
178,52.54354095,,
179,52.53030396,,
180,52.51641846,,
181,52.5089035,,
182,52.56423187,,
183,52.52272797,,
184,52.52703094,,
185,52.55608368,,
186,52.58889008,,
187,52.60047531,,
188,52.62537384,,
189,52.60303879,,
190,52.57894135,,
191,52.58184052,,
192,52.50035095,,
193,52.51873016,,
194,52.57984543,,
195,52.53203583,,
196,52.59090805,,
197,52.60398483,,
198,52.58268356,,
199,52.59277344,,
200,52.63294601,,
201,52.61482239,,
202,52.61258698,,
203,52.64934921,,
204,52.61455917,,
205,52.57046509,,
206,52.63045502,,
207,52.67119598,,
208,52.63848114,,
209,52.61309052,,
210,52.62503815,,
211,52.61269379,,
212,52.63339233,,
213,52.58772278,,
214,52.60029221,,
215,52.57564545,,
216,52.55806732,,
217,52.62072754,,
218,52.65792084,,
219,52.61956787,,
220,52.6245842,,
221,52.60272217,,
222,52.57516479,,
223,52.56970215,,
224,52.54821014,,
225,52.52575684,,
226,52.51850891,,
227,52.53134918,,
228,52.56617355,,
229,52.57002258,,
230,52.58111572,,
231,52.54845428,,
232,52.56340027,,
233,52.53094482,,
234,52.55339813,,
235,52.56599045,,
236,52.54866791,,
237,52.56406784,,
238,52.56837463,,
239,52.54775238,,
240,52.6633606,,
241,52.64302826,,
242,52.6802063,,
243,52.69982147,,
244,52.71087646,,
245,52.66052246,,
246,52.66585541,,
247,52.67293549,,
248,52.69142151,,
249,52.66166306,,
250,52.63218307,,
251,52.59442139,,
252,52.59986877,,
253,52.5901947,,
254,52.60570526,,
255,52.60068893,,
256,52.62929535,,
257,52.59954834,,
258,52.57946777,,
259,52.5804863,,
260,52.60682297,,
261,52.6091423,,
262,52.60371017,,
263,52.65821457,,
264,52.60963058,,
265,52.68328094,,
266,52.66370773,,
267,52.65076828,,
268,52.63830185,,
269,52.61746979,,
270,52.58669662,,
271,52.63495636,,
272,52.60635376,,
273,52.59226608,,
274,52.59643555,,
275,52.57117844,,
276,52.56283569,,
277,52.61370087,,
278,52.61783981,,
279,52.58810425,,
280,52.64352036,,
281,52.64525604,,
282,52.6190033,,
283,52.60786057,,
284,52.63164902,,
285,52.59024811,,
286,52.56807709,,
287,52.55212021,,
288,52.49389267,,
289,52.46603394,,
290,52.53518677,,
291,52.46509933,,
292,52.47637177,,
293,52.49604416,,
294,52.50004196,,
295,52.50862885,,
296,52.49961853,,
297,52.50933456,,
298,52.51400757,,
299,52.50198364,,
300,52.57738495,,
301,52.58074188,,
302,52.57851791,,
303,52.5814743,,
304,52.61006927,,
305,52.59093475,,
306,52.59625244,,
307,52.63948822,,
308,52.61083603,,
309,52.60797119,,
310,52.58624268,,
311,52.58196259,,
312,52.58550262,,
313,52.55558395,,
314,52.55453491,,
315,52.50608444,,
316,52.5091362,,
317,52.54093552,,
318,52.54047775,,
319,52.53718185,,
320,52.52633286,,
321,52.50658798,,
322,52.51660156,,
323,52.5734787,,
324,52.61012268,,
325,52.60710907,,
326,52.67189789,,
327,52.65377426,,
328,52.65031052,,
329,52.65274048,,
330,52.64633179,,
331,52.63210678,,
332,52.64966583,,
333,52.62530136,,
334,52.63503647,,
335,52.6435051,,
336,52.58223724,,
337,52.57379913,,
338,52.61890793,,
339,52.58520126,,
340,52.59893036,,
341,52.61657715,,
342,52.61754608,,
343,52.61177826,,
344,52.63909149,,
345,52.66009521,,
346,52.61491013,,
347,52.59634399,,
348,52.51886749,,
349,52.50640869,,
350,52.57803345,,
351,52.55793381,,
352,52.55263901,,
353,52.56299591,,
354,52.60971069,,
355,52.57572556,,
356,52.63369751,,
357,52.60357285,,
358,52.59357834,,
359,52.58073044,,
360,52.58862305,,
361,52.57106018,,
362,52.5874176,,
363,52.54738617,,
364,52.5728302,,
365,52.59959412,,
366,52.58961105,,
367,52.56168747,,
368,52.55967712,,
369,52.60507202,,
370,52.59394455,,
371,52.623909,,
372,52.69392014,,
373,52.74318695,,
374,52.7353363,,
375,52.66762924,,
376,52.66543579,,
377,52.63814545,,
378,52.67230225,,
379,52.64862823,,
380,52.64216614,,
381,52.62605286,,
382,52.60341644,,
383,52.64405823,,
384,52.6674614,,
385,52.59369659,,
386,52.61279297,,
387,52.59113312,,
388,52.60514832,,
389,52.60271454,,
390,52.62365341,,
391,52.60447311,,
392,52.70500946,,
393,52.70504761,,
394,52.68671799,,
395,52.69796753,,
396,52.66672897,,
397,52.62165451,,
398,52.63568115,,
399,52.64973068,,
400,52.62737274,,
401,52.65595627,,
402,52.6452446,,
403,52.70243073,,
404,52.6746521,,
405,52.70348358,,
406,52.67647552,,
407,52.67177582,,
408,52.64054489,,
409,52.62563324,,
410,52.63477707,,
411,52.61721802,,
412,52.63456726,,
413,52.61115646,,
414,52.68873215,,
415,52.73685837,,
416,52.68701935,,
417,52.66645813,,
418,52.63254929,,
419,52.63790131,,
420,52.59830475,,
421,52.60837936,,
422,52.66125107,,
423,52.61908722,,
424,52.63582611,,
425,52.59365082,,
426,52.6436615,,
427,52.65928268,,
428,52.61282349,,
429,52.61239624,,
430,52.63467407,,
431,52.67090988,,
432,52.71297455,,
433,52.71110153,,
434,52.69509125,,
435,52.69284058,,
436,52.68348312,,
437,52.63562012,,
438,52.65063095,,
439,52.63836288,,
440,52.6182785,,
441,52.63630295,,
442,52.6409874,,
443,52.6771965,,
444,52.71894455,,
445,52.67416,,
446,52.63748169,,
447,52.62836838,,
448,52.62930298,,
449,52.55142975,,
450,52.56752014,,
